"","X","startTime","rt","key_press","riskyKey","red_marbles","blue_marbles","OtherChoseRisk","ChooseRisk","valueGamble","probGamble","Social1Ind0","payoff","cumulatedPayoff","valueSure","PercentBlueEstimate","HowSure","test_part","sex","age","subject","PercentBlueShownAbs","PercentRedShownAbs","PercentBlueShownRel","PercentRedShownRel","TotalNShown","Agegroup","DFE1DFD0"
"972",12634,"2018-09-25",2502,70,70,"99","99","1",1,8,0.5,"1",8,1212,5,6,NA,"SocialChoice","Weiblich",24,109,2.2,2.2,"0.5",0.5,198,2,"0"
"973",12635,"2018-09-25",2248,70,74,"99","99","1",0,8,0.375,"1",5,1217,5,6,NA,"SocialChoice","Weiblich",24,109,2.2,2.2,"0.5",0.5,198,2,"0"
"974",12636,"2018-09-25",600,70,74,"99","99","1",0,50,0.125,"1",5,1222,5,6,NA,"SocialChoice","Weiblich",24,109,2.2,2.2,"0.5",0.5,198,2,"0"
"975",12637,"2018-09-25",1528,70,70,"0,0,1,1,1","1,1,1,3,0","0",1,20,0.675,"1",20,1242,5,65,81,"SocialChoice","Weiblich",24,109,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"976",12638,"2018-09-25",1159,74,70,"1,3,0,2,0","0,1,1,0,1","1",0,50,0.375,"1",5,1247,5,24,76,"SocialChoice","Weiblich",24,109,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"977",12639,"2018-09-25",1720,74,74,"99","99","0",1,8,0.675,"1",8,1255,5,24,NA,"SocialChoice","Weiblich",24,109,2.2,2.2,"0.5",0.5,198,2,"0"
"978",12640,"2018-09-25",1015,74,74,"0,0,1,1,1","1,1,1,3,0","0",1,50,0.675,"1",0,1255,5,77,79,"SocialChoice","Weiblich",24,109,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"979",12641,"2018-09-25",1803,74,70,"99","99","1",0,8,0.25,"1",5,1260,5,77,NA,"SocialChoice","Weiblich",24,109,2.2,2.2,"0.5",0.5,198,2,"0"
"980",12642,"2018-09-25",1303,70,70,"0,1,1,0,0","1,3,1,1,1","1",1,20,0.75,"1",20,1280,5,74,71,"SocialChoice","Weiblich",24,109,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"981",12643,"2018-09-25",958,70,74,"1,1,3,1,1","0,0,1,0,1","1",0,50,0.25,"1",5,1285,5,21,77,"SocialChoice","Weiblich",24,109,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"982",12644,"2018-09-25",1250,70,70,"99","99","1",1,50,0.5,"1",50,1335,5,21,NA,"SocialChoice","Weiblich",24,109,2.2,2.2,"0.5",0.5,198,2,"0"
"983",12645,"2018-09-25",1151,74,70,"0,0,1,1,1","1,1,1,3,0","0",0,8,0.675,"1",5,1340,5,62,72,"SocialChoice","Weiblich",24,109,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"984",12646,"2018-09-25",1326,70,74,"1,4,1,2,0","0,0,0,0,1","1",0,50,0.125,"1",5,1345,5,12,74,"SocialChoice","Weiblich",24,109,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"985",12647,"2018-09-25",920,70,74,"1,1,3,1,1","0,0,1,0,1","1",0,8,0.25,"1",5,1350,5,18,77,"SocialChoice","Weiblich",24,109,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"986",12648,"2018-09-25",1590,70,70,"0,0,2,2,0","1,1,2,0,1","1",1,50,0.5,"1",50,1400,5,71,78,"SocialChoice","Weiblich",24,109,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"987",12649,"2018-09-25",574,74,70,"99","99","0",0,20,0.125,"1",5,1405,5,71,NA,"SocialChoice","Weiblich",24,109,2.2,2.2,"0.5",0.5,198,2,"0"
"988",12650,"2018-09-25",551,74,70,"0,0,2,2,0","1,1,2,0,1","1",0,8,0.5,"1",5,1410,5,55,78,"SocialChoice","Weiblich",24,109,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"989",12651,"2018-09-25",1854,74,70,"99","99","1",0,50,0.375,"1",5,1415,5,55,NA,"SocialChoice","Weiblich",24,109,2.2,2.2,"0.5",0.5,198,2,"0"
"990",12652,"2018-09-25",664,70,74,"99","99","1",0,20,0.25,"1",5,1420,5,55,NA,"SocialChoice","Weiblich",24,109,2.2,2.2,"0.5",0.5,198,2,"0"
"991",12653,"2018-09-25",1601,74,74,"99","99","1",1,8,0.75,"1",8,1428,5,55,NA,"SocialChoice","Weiblich",24,109,2.2,2.2,"0.5",0.5,198,2,"0"
"992",12654,"2018-09-25",551,70,74,"1,4,1,2,0","0,0,0,0,1","0",0,8,0.125,"1",5,1433,5,13,81,"SocialChoice","Weiblich",24,109,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"993",12655,"2018-09-25",1919,74,70,"1,3,0,2,0","0,1,1,0,1","1",0,8,0.375,"1",5,1438,5,18,76,"SocialChoice","Weiblich",24,109,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"994",12656,"2018-09-25",646,70,70,"0,1,1,0,0","1,3,1,1,1","1",1,50,0.75,"1",0,1438,5,75,76,"SocialChoice","Weiblich",24,109,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"995",12657,"2018-09-25",755,70,70,"99","99","0",1,50,0.675,"1",50,1488,5,75,NA,"SocialChoice","Weiblich",24,109,2.2,2.2,"0.5",0.5,198,2,"0"
"996",12658,"2018-09-25",710,74,70,"1,1,3,1,1","0,0,1,0,1","1",0,20,0.25,"1",5,1493,5,18,83,"SocialChoice","Weiblich",24,109,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"997",12659,"2018-09-25",1886,74,70,"1,3,0,2,0","0,1,1,0,1","0",0,20,0.375,"1",5,1498,5,18,77,"SocialChoice","Weiblich",24,109,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"998",12660,"2018-09-25",658,70,70,"99","99","1",1,50,0.75,"1",50,1548,5,18,NA,"SocialChoice","Weiblich",24,109,2.2,2.2,"0.5",0.5,198,2,"0"
"999",12661,"2018-09-25",334,74,70,"99","99","0",0,8,0.125,"1",5,1553,5,18,NA,"SocialChoice","Weiblich",24,109,2.2,2.2,"0.5",0.5,198,2,"0"
"1000",12662,"2018-09-25",2398,70,70,"0,0,2,2,0","1,1,2,0,1","1",1,20,0.5,"1",20,1573,5,63,67,"SocialChoice","Weiblich",24,109,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"1001",12663,"2018-09-25",1329,70,74,"99","99","0",0,20,0.375,"1",5,1578,5,63,NA,"SocialChoice","Weiblich",24,109,2.2,2.2,"0.5",0.5,198,2,"0"
"1002",12664,"2018-09-25",573,74,74,"99","99","1",1,20,0.75,"1",0,1578,5,63,NA,"SocialChoice","Weiblich",24,109,2.2,2.2,"0.5",0.5,198,2,"0"
"1003",12665,"2018-09-25",910,70,70,"0,1,1,0,0","1,3,1,1,1","1",1,8,0.75,"1",8,1586,5,82,75,"SocialChoice","Weiblich",24,109,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"1004",12666,"2018-09-25",1670,74,74,"99","99","1",1,20,0.5,"1",0,1586,5,82,NA,"SocialChoice","Weiblich",24,109,2.2,2.2,"0.5",0.5,198,2,"0"
"1005",12667,"2018-09-25",1369,70,70,"99","99","0",1,20,0.675,"1",20,1606,5,82,NA,"SocialChoice","Weiblich",24,109,2.2,2.2,"0.5",0.5,198,2,"0"
"1006",12668,"2018-09-25",4973,70,74,"1,4,1,2,0","0,0,0,0,1","0",0,20,0.125,"1",5,1611,5,12,75,"SocialChoice","Weiblich",24,109,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"1007",12669,"2018-09-25",593,74,70,"99","99","1",0,50,0.25,"1",5,1616,5,12,NA,"SocialChoice","Weiblich",24,109,2.2,2.2,"0.5",0.5,198,2,"0"
"1008",12670,"2018-09-25",1558,70,70,"99","99","1",1,8,0.5,"1",0,1616,5,12,NA,"SocialChoice","Weiblich",24,109,2.2,2.2,"0.5",0.5,198,2,"0"
"1009",12671,"2018-09-24",10960,74,70,"1,3,0,2,0","0,1,1,0,1","NULL",0,20,0.375,"0",5,5,5,19,69,"SoloChoice","Maennlich",25,110,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"1010",12672,"2018-09-24",5288,74,70,"1,3,0,2,0","0,1,1,0,1","NULL",0,8,0.375,"0",5,10,5,20,68,"SoloChoice","Maennlich",25,110,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"1011",12673,"2018-09-24",7975,74,70,"99","99","NULL",0,8,0.5,"0",5,15,5,20,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1012",12674,"2018-09-24",19400,70,74,"1,4,1,2,0","0,0,0,0,1","NULL",0,8,0.125,"0",5,20,5,78,76,"SoloChoice","Maennlich",25,110,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"1013",12675,"2018-09-24",11352,74,74,"0,1,1,0,0","1,3,1,1,1","NULL",1,8,0.75,"0",8,28,5,71,67,"SoloChoice","Maennlich",25,110,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"1014",12676,"2018-09-24",16112,70,74,"1,4,1,2,0","0,0,0,0,1","NULL",0,50,0.125,"0",5,33,5,13,70,"SoloChoice","Maennlich",25,110,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"1015",12677,"2018-09-24",7780,70,70,"99","99","NULL",1,50,0.5,"0",50,83,5,13,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1016",12678,"2018-09-24",17318,74,70,"99","99","NULL",0,20,0.125,"0",5,88,5,13,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1017",12679,"2018-09-24",11136,70,70,"99","99","NULL",1,20,0.375,"0",0,88,5,13,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1018",12680,"2018-09-24",8864,74,74,"99","99","NULL",1,50,0.125,"0",0,88,5,13,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1019",12681,"2018-09-24",2791,70,70,"0,0,1,1,1","1,1,1,3,0","NULL",1,50,0.675,"0",0,88,5,66,57,"SoloChoice","Maennlich",25,110,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"1020",12682,"2018-09-24",8808,74,70,"1,1,3,1,1","0,0,1,0,1","NULL",0,50,0.25,"0",5,93,5,74,72,"SoloChoice","Maennlich",25,110,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"1021",12683,"2018-09-24",4200,70,70,"99","99","NULL",1,50,0.375,"0",0,93,5,74,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1022",12684,"2018-09-24",2818,70,70,"99","99","NULL",1,20,0.5,"0",20,113,5,74,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1023",12685,"2018-09-24",1900,70,74,"99","99","NULL",0,8,0.125,"0",5,118,5,74,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1024",12686,"2018-09-24",5280,70,70,"1,3,0,2,0","0,1,1,0,1","NULL",1,50,0.375,"0",50,168,5,29,68,"SoloChoice","Maennlich",25,110,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"1025",12687,"2018-09-24",4888,74,74,"0,1,1,0,0","1,3,1,1,1","NULL",1,20,0.75,"0",20,188,5,70,67,"SoloChoice","Maennlich",25,110,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"1026",12688,"2018-09-24",4139,74,74,"99","99","NULL",1,50,0.25,"0",50,238,5,70,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1027",12689,"2018-09-24",10824,70,74,"0,0,1,1,1","1,1,1,3,0","NULL",0,8,0.675,"0",5,243,5,66,68,"SoloChoice","Maennlich",25,110,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"1028",12690,"2018-09-24",11391,74,70,"99","99","NULL",0,8,0.675,"0",5,248,5,66,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1029",12691,"2018-09-24",4832,70,74,"99","99","NULL",0,8,0.25,"0",5,253,5,66,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1030",12692,"2018-09-24",10384,70,74,"0,0,2,2,0","1,1,2,0,1","NULL",0,8,0.5,"0",5,258,5,48,68,"SoloChoice","Maennlich",25,110,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"1031",12693,"2018-09-24",8152,74,74,"0,0,2,2,0","1,1,2,0,1","NULL",1,20,0.5,"0",20,278,5,55,63,"SoloChoice","Maennlich",25,110,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"1032",12694,"2018-09-24",2783,70,70,"0,0,2,2,0","1,1,2,0,1","NULL",1,50,0.5,"0",50,328,5,54,57,"SoloChoice","Maennlich",25,110,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"1033",12695,"2018-09-24",8083,74,74,"99","99","NULL",1,20,0.675,"0",20,348,5,54,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1034",12696,"2018-09-24",2710,70,70,"99","99","NULL",1,50,0.675,"0",50,398,5,54,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1035",12697,"2018-09-24",5872,74,74,"0,0,1,1,1","1,1,1,3,0","NULL",1,20,0.675,"0",20,418,5,66,67,"SoloChoice","Maennlich",25,110,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"1036",12698,"2018-09-24",2927,74,70,"1,4,1,2,0","0,0,0,0,1","NULL",0,20,0.125,"0",5,423,5,91,72,"SoloChoice","Maennlich",25,110,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"1037",12699,"2018-09-24",1728,74,70,"1,1,3,1,1","0,0,1,0,1","NULL",0,20,0.25,"0",5,428,5,8,64,"SoloChoice","Maennlich",25,110,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"1038",12700,"2018-09-24",2744,70,74,"1,1,3,1,1","0,0,1,0,1","NULL",0,8,0.25,"0",5,433,5,23,64,"SoloChoice","Maennlich",25,110,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"1039",12701,"2018-09-24",3224,70,74,"99","99","NULL",0,8,0.375,"0",5,438,5,23,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1040",12702,"2018-09-24",15714,70,70,"99","99","NULL",1,8,0.75,"0",8,446,5,23,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1041",12703,"2018-09-24",9609,74,70,"99","99","NULL",0,20,0.25,"0",5,451,5,23,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1042",12704,"2018-09-24",3543,74,74,"0,1,1,0,0","1,3,1,1,1","NULL",1,50,0.75,"0",50,501,5,72,70,"SoloChoice","Maennlich",25,110,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"1043",12705,"2018-09-24",2929,74,74,"99","99","NULL",1,20,0.75,"0",20,521,5,72,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1044",12706,"2018-09-24",2193,74,74,"99","99","NULL",1,50,0.75,"0",50,571,5,72,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1045",12707,"2018-09-24",9360,74,74,"1,3,0,2,0","0,1,1,0,1","NULL",1,20,0.375,"0",0,571,5,29,69,"SoloChoice","Maennlich",25,110,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"1046",12708,"2018-09-24",3968,74,70,"1,3,0,2,0","0,1,1,0,1","NULL",0,8,0.375,"0",5,576,5,29,68,"SoloChoice","Maennlich",25,110,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"1047",12709,"2018-09-24",3022,70,74,"99","99","NULL",0,8,0.5,"0",5,581,5,29,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1048",12710,"2018-09-24",4503,74,70,"1,4,1,2,0","0,0,0,0,1","NULL",0,8,0.125,"0",5,586,5,7,58,"SoloChoice","Maennlich",25,110,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"1049",12711,"2018-09-24",9457,74,74,"0,1,1,0,0","1,3,1,1,1","NULL",1,8,0.75,"0",8,594,5,76,65,"SoloChoice","Maennlich",25,110,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"1050",12712,"2018-09-24",9783,70,70,"1,4,1,2,0","0,0,0,0,1","NULL",1,50,0.125,"0",0,594,5,5,66,"SoloChoice","Maennlich",25,110,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"1051",12713,"2018-09-24",11451,74,74,"99","99","NULL",1,50,0.5,"0",50,644,5,5,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1052",12714,"2018-09-24",11064,74,70,"99","99","NULL",0,20,0.125,"0",5,649,5,5,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1053",12715,"2018-09-24",4455,74,74,"99","99","NULL",1,20,0.375,"0",0,649,5,5,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1054",12716,"2018-09-24",5526,74,74,"99","99","NULL",1,50,0.125,"0",0,649,5,5,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1055",12717,"2018-09-24",3985,74,74,"0,0,1,1,1","1,1,1,3,0","NULL",1,50,0.675,"0",0,649,5,66,69,"SoloChoice","Maennlich",25,110,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"1056",12718,"2018-09-24",5536,70,70,"1,1,3,1,1","0,0,1,0,1","NULL",1,50,0.25,"0",0,649,5,18,67,"SoloChoice","Maennlich",25,110,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"1057",12719,"2018-09-24",3093,70,70,"99","99","NULL",1,50,0.375,"0",0,649,5,18,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1058",12720,"2018-09-24",4797,70,70,"99","99","NULL",1,20,0.5,"0",0,649,5,18,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1059",12721,"2018-09-24",2263,74,70,"99","99","NULL",0,8,0.125,"0",5,654,5,18,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1060",12722,"2018-09-24",3328,74,74,"1,3,0,2,0","0,1,1,0,1","NULL",1,50,0.375,"0",0,654,5,29,67,"SoloChoice","Maennlich",25,110,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"1061",12723,"2018-09-24",2367,74,74,"0,1,1,0,0","1,3,1,1,1","NULL",1,20,0.75,"0",20,674,5,75,64,"SoloChoice","Maennlich",25,110,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"1062",12724,"2018-09-24",1779,74,74,"99","99","NULL",1,50,0.25,"0",0,674,5,75,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1063",12725,"2018-09-24",5825,74,74,"0,0,1,1,1","1,1,1,3,0","NULL",1,8,0.675,"0",8,682,5,66,67,"SoloChoice","Maennlich",25,110,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"1064",12726,"2018-09-24",13846,74,74,"99","99","NULL",1,8,0.675,"0",0,682,5,66,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1065",12727,"2018-09-24",6166,74,70,"99","99","NULL",0,8,0.25,"0",5,687,5,66,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1066",12728,"2018-09-24",3095,74,70,"0,0,2,2,0","1,1,2,0,1","NULL",0,8,0.5,"0",5,692,5,53,62,"SoloChoice","Maennlich",25,110,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"1067",12729,"2018-09-24",14249,70,70,"0,0,2,2,0","1,1,2,0,1","NULL",1,20,0.5,"0",20,712,5,53,60,"SoloChoice","Maennlich",25,110,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"1068",12730,"2018-09-24",1991,74,74,"0,0,2,2,0","1,1,2,0,1","NULL",1,50,0.5,"0",50,762,5,54,64,"SoloChoice","Maennlich",25,110,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"1069",12731,"2018-09-24",2640,74,74,"99","99","NULL",1,20,0.675,"0",0,762,5,54,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1070",12732,"2018-09-24",5689,74,74,"99","99","NULL",1,50,0.675,"0",50,812,5,54,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1071",12733,"2018-09-24",3568,70,70,"0,0,1,1,1","1,1,1,3,0","NULL",1,20,0.675,"0",20,832,5,66,63,"SoloChoice","Maennlich",25,110,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"1072",12734,"2018-09-24",7296,74,70,"1,4,1,2,0","0,0,0,0,1","NULL",0,20,0.125,"0",5,837,5,6,55,"SoloChoice","Maennlich",25,110,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"1073",12735,"2018-09-24",4984,74,74,"1,1,3,1,1","0,0,1,0,1","NULL",1,20,0.25,"0",0,837,5,22,62,"SoloChoice","Maennlich",25,110,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"1074",12736,"2018-09-24",6904,70,74,"1,1,3,1,1","0,0,1,0,1","NULL",0,8,0.25,"0",5,842,5,15,66,"SoloChoice","Maennlich",25,110,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"1075",12737,"2018-09-24",19860,70,74,"99","99","NULL",0,8,0.375,"0",5,847,5,15,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1076",12738,"2018-09-24",8400,70,70,"99","99","NULL",1,8,0.75,"0",8,855,5,15,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1077",12739,"2018-09-24",5527,70,70,"99","99","NULL",1,20,0.25,"0",20,875,5,15,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1078",12740,"2018-09-24",6112,74,74,"0,1,1,0,0","1,3,1,1,1","NULL",1,50,0.75,"0",50,925,5,77,60,"SoloChoice","Maennlich",25,110,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"1079",12741,"2018-09-24",7418,74,74,"99","99","NULL",1,20,0.75,"0",0,925,5,77,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1080",12742,"2018-09-24",5165,70,70,"99","99","NULL",1,50,0.75,"0",50,975,5,77,NA,"SoloChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1081",12743,"2018-09-24",10756,70,70,"1,3,0,2,0","0,1,1,0,1","1",1,20,0.375,"1",20,995,5,29,64,"SocialChoice","Maennlich",25,110,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"1082",12744,"2018-09-24",5946,70,74,"1,3,0,2,0","0,1,1,0,1","1",0,8,0.375,"1",5,1000,5,29,63,"SocialChoice","Maennlich",25,110,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"1083",12745,"2018-09-24",6268,74,70,"99","99","1",0,8,0.5,"1",5,1005,5,29,NA,"SocialChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1084",12746,"2018-09-24",3141,74,70,"1,4,1,2,0","0,0,0,0,1","1",0,8,0.125,"1",5,1010,5,5,62,"SocialChoice","Maennlich",25,110,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"1085",12747,"2018-09-24",20958,74,74,"0,1,1,0,0","1,3,1,1,1","1",1,8,0.75,"1",8,1018,5,72,68,"SocialChoice","Maennlich",25,110,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"1086",12748,"2018-09-24",8566,74,74,"1,4,1,2,0","0,0,0,0,1","0",1,50,0.125,"1",0,1018,5,7,64,"SocialChoice","Maennlich",25,110,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"1087",12749,"2018-09-24",2397,70,70,"99","99","1",1,50,0.5,"1",50,1068,5,7,NA,"SocialChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1088",12750,"2018-09-24",11455,74,70,"99","99","1",0,20,0.125,"1",5,1073,5,7,NA,"SocialChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1089",12751,"2018-09-24",8795,74,74,"99","99","1",1,20,0.375,"1",20,1093,5,7,NA,"SocialChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1090",12752,"2018-09-24",5540,70,70,"99","99","0",1,50,0.125,"1",0,1093,5,7,NA,"SocialChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1091",12753,"2018-09-24",2871,70,70,"0,0,1,1,1","1,1,1,3,0","0",1,50,0.675,"1",50,1143,5,66,61,"SocialChoice","Maennlich",25,110,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"1092",12754,"2018-09-24",2627,74,74,"1,1,3,1,1","0,0,1,0,1","1",1,50,0.25,"1",0,1143,5,15,66,"SocialChoice","Maennlich",25,110,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"1093",12755,"2018-09-24",2700,74,74,"99","99","1",1,50,0.375,"1",0,1143,5,15,NA,"SocialChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1094",12756,"2018-09-24",2106,74,74,"99","99","1",1,20,0.5,"1",0,1143,5,15,NA,"SocialChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1095",12757,"2018-09-24",4206,70,74,"99","99","1",0,8,0.125,"1",5,1148,5,15,NA,"SocialChoice","Maennlich",25,110,2.2,2.2,"0.5",0.5,198,2,"0"
"1096",12758,"2018-09-24",2423,70,70,"1,3,0,2,0","0,1,1,0,1","1",1,50,0.375,"1",0,1148,5,29,64,"SocialChoice","Maennlich",25,110,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"1097",12759,"2018-09-24",3527,70,70,"0,1,1,0,0","1,3,1,1,1","1",1,20,0.75,"1",0,1148,5,76,60,"SocialChoice","Maennlich",25,110,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
