"","X","startTime","rt","key_press","riskyKey","red_marbles","blue_marbles","OtherChoseRisk","ChooseRisk","valueGamble","probGamble","Social1Ind0","payoff","cumulatedPayoff","valueSure","PercentBlueEstimate","HowSure","test_part","sex","age","subject","PercentBlueShownAbs","PercentRedShownAbs","PercentBlueShownRel","PercentRedShownRel","TotalNShown","Agegroup","DFE1DFD0"
"1",5903,"2018-07-20",13167,70,74,"1,3,0,2,0","0,1,1,0,1","NULL",0,50,0.375,"0",5,5,5,37,38,"SoloChoice","Weiblich",18,54,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"2",5904,"2018-07-20",6661,74,70,"99","99","NULL",0,20,0.375,"0",5,10,5,37,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"3",5905,"2018-07-20",6911,74,70,"1,4,1,2,0","0,0,0,0,1","NULL",0,20,0.125,"0",5,15,5,20,60,"SoloChoice","Weiblich",18,54,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"4",5906,"2018-07-20",4488,70,70,"0,0,2,2,0","1,1,2,0,1","NULL",1,8,0.5,"0",0,15,5,48,60,"SoloChoice","Weiblich",18,54,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"5",5907,"2018-07-20",8317,74,74,"99","99","NULL",1,50,0.375,"0",0,15,5,48,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"6",5908,"2018-07-20",1967,70,74,"99","99","NULL",0,20,0.25,"0",5,20,5,48,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"7",5909,"2018-07-20",3416,70,70,"1,3,0,2,0","0,1,1,0,1","NULL",1,20,0.375,"0",20,40,5,26,60,"SoloChoice","Weiblich",18,54,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"8",5910,"2018-07-20",3032,70,74,"1,3,0,2,0","0,1,1,0,1","NULL",0,8,0.375,"0",5,45,5,30,61,"SoloChoice","Weiblich",18,54,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"9",5911,"2018-07-20",3953,74,74,"99","99","NULL",1,50,0.675,"0",0,45,5,30,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"10",5912,"2018-07-20",3594,70,74,"99","99","NULL",0,8,0.125,"0",5,50,5,30,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"11",5913,"2018-07-20",3904,70,74,"99","99","NULL",0,20,0.125,"0",5,55,5,30,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"12",5914,"2018-07-20",3958,74,70,"99","99","NULL",0,8,0.25,"0",5,60,5,30,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"13",5915,"2018-07-20",5408,74,74,"1,4,1,2,0","0,0,0,0,1","NULL",1,50,0.125,"0",0,60,5,10,80,"SoloChoice","Weiblich",18,54,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"14",5916,"2018-07-20",3474,70,70,"99","99","NULL",1,8,0.675,"0",8,68,5,10,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"15",5917,"2018-07-20",2560,70,70,"0,1,1,0,0","1,3,1,1,1","NULL",1,20,0.75,"0",20,88,5,62,66,"SoloChoice","Weiblich",18,54,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"16",5918,"2018-07-20",4123,70,74,"99","99","NULL",0,8,0.5,"0",5,93,5,62,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"17",5919,"2018-07-20",2999,70,70,"99","99","NULL",1,20,0.75,"0",0,93,5,62,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"18",5920,"2018-07-20",3371,70,70,"99","99","NULL",1,50,0.5,"0",50,143,5,62,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"19",5921,"2018-07-20",7511,70,70,"1,1,3,1,1","0,0,1,0,1","NULL",1,50,0.25,"0",0,143,5,32,50,"SoloChoice","Weiblich",18,54,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"20",5922,"2018-07-20",3405,74,70,"99","99","NULL",0,50,0.25,"0",5,148,5,32,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"21",5923,"2018-07-20",2795,70,74,"99","99","NULL",0,50,0.125,"0",5,153,5,32,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"22",5924,"2018-07-20",1793,74,74,"99","99","NULL",1,8,0.75,"0",8,161,5,32,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"23",5925,"2018-07-20",4728,74,74,"0,0,2,2,0","1,1,2,0,1","NULL",1,20,0.5,"0",0,161,5,48,26,"SoloChoice","Weiblich",18,54,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"24",5926,"2018-07-20",3088,74,74,"0,0,2,2,0","1,1,2,0,1","NULL",1,50,0.5,"0",50,211,5,48,73,"SoloChoice","Weiblich",18,54,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"25",5927,"2018-07-20",5631,74,70,"1,1,3,1,1","0,0,1,0,1","NULL",0,8,0.25,"0",5,216,5,24,70,"SoloChoice","Weiblich",18,54,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"26",5928,"2018-07-20",4912,70,74,"1,4,1,2,0","0,0,0,0,1","NULL",0,8,0.125,"0",5,221,5,19,71,"SoloChoice","Weiblich",18,54,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"27",5929,"2018-07-20",4256,70,70,"0,1,1,0,0","1,3,1,1,1","NULL",1,8,0.75,"0",8,229,5,75,66,"SoloChoice","Weiblich",18,54,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"28",5930,"2018-07-20",3464,74,74,"0,1,1,0,0","1,3,1,1,1","NULL",1,50,0.75,"0",50,279,5,75,70,"SoloChoice","Weiblich",18,54,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"29",5931,"2018-07-20",4160,70,74,"99","99","NULL",0,8,0.375,"0",5,284,5,75,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"30",5932,"2018-07-20",3799,70,70,"0,0,1,1,1","1,1,1,3,0","NULL",1,50,0.675,"0",50,334,5,65,50,"SoloChoice","Weiblich",18,54,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"31",5933,"2018-07-20",3416,74,70,"1,1,3,1,1","0,0,1,0,1","NULL",0,20,0.25,"0",5,339,5,27,66,"SoloChoice","Weiblich",18,54,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"32",5934,"2018-07-20",4726,74,74,"99","99","NULL",1,20,0.5,"0",20,359,5,27,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"33",5935,"2018-07-20",2362,70,70,"99","99","NULL",1,50,0.75,"0",50,409,5,27,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"34",5936,"2018-07-20",3040,70,74,"0,0,1,1,1","1,1,1,3,0","NULL",0,8,0.675,"0",5,414,5,71,62,"SoloChoice","Weiblich",18,54,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"35",5937,"2018-07-20",6410,74,74,"99","99","NULL",1,20,0.675,"0",0,414,5,71,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"36",5938,"2018-07-20",3433,74,74,"0,0,1,1,1","1,1,1,3,0","NULL",1,20,0.675,"0",20,434,5,79,71,"SoloChoice","Weiblich",18,54,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"37",5939,"2018-07-20",4583,74,74,"1,3,0,2,0","0,1,1,0,1","NULL",1,50,0.375,"0",0,434,5,31,50,"SoloChoice","Weiblich",18,54,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"38",5940,"2018-07-20",5483,74,74,"99","99","NULL",1,20,0.375,"0",0,434,5,31,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"39",5941,"2018-07-20",3375,74,70,"1,4,1,2,0","0,0,0,0,1","NULL",0,20,0.125,"0",5,439,5,15,64,"SoloChoice","Weiblich",18,54,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"40",5942,"2018-07-20",4168,70,74,"0,0,2,2,0","1,1,2,0,1","NULL",0,8,0.5,"0",5,444,5,48,72,"SoloChoice","Weiblich",18,54,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"41",5943,"2018-07-20",3377,74,74,"99","99","NULL",1,50,0.375,"0",50,494,5,48,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"42",5944,"2018-07-20",1829,70,74,"99","99","NULL",0,20,0.25,"0",5,499,5,48,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"43",5945,"2018-07-20",4248,70,70,"1,3,0,2,0","0,1,1,0,1","NULL",1,20,0.375,"0",0,499,5,42,65,"SoloChoice","Weiblich",18,54,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"44",5946,"2018-07-20",2048,74,70,"1,3,0,2,0","0,1,1,0,1","NULL",0,8,0.375,"0",5,504,5,23,58,"SoloChoice","Weiblich",18,54,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"45",5947,"2018-07-20",2742,74,74,"99","99","NULL",1,50,0.675,"0",0,504,5,23,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"46",5948,"2018-07-20",2273,70,74,"99","99","NULL",0,8,0.125,"0",5,509,5,23,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"47",5949,"2018-07-20",2065,74,70,"99","99","NULL",0,20,0.125,"0",5,514,5,23,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"48",5950,"2018-07-20",1986,70,74,"99","99","NULL",0,8,0.25,"0",5,519,5,23,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"49",5951,"2018-07-20",2416,74,70,"1,4,1,2,0","0,0,0,0,1","NULL",0,50,0.125,"0",5,524,5,10,83,"SoloChoice","Weiblich",18,54,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"50",5952,"2018-07-20",4375,74,70,"99","99","NULL",0,8,0.675,"0",5,529,5,10,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"51",5953,"2018-07-20",2216,70,70,"0,1,1,0,0","1,3,1,1,1","NULL",1,20,0.75,"0",20,549,5,76,72,"SoloChoice","Weiblich",18,54,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"52",5954,"2018-07-20",4274,70,74,"99","99","NULL",0,8,0.5,"0",5,554,5,76,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"53",5955,"2018-07-20",2119,70,70,"99","99","NULL",1,20,0.75,"0",20,574,5,76,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"54",5956,"2018-07-20",1687,70,70,"99","99","NULL",1,50,0.5,"0",50,624,5,76,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"55",5957,"2018-07-20",2816,70,70,"1,1,3,1,1","0,0,1,0,1","NULL",1,50,0.25,"0",0,624,5,34,56,"SoloChoice","Weiblich",18,54,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"56",5958,"2018-07-20",2160,70,74,"99","99","NULL",0,50,0.25,"0",5,629,5,34,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"57",5959,"2018-07-20",2204,74,70,"99","99","NULL",0,50,0.125,"0",5,634,5,34,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"58",5960,"2018-07-20",2193,74,70,"99","99","NULL",0,8,0.75,"0",5,639,5,34,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"59",5961,"2018-07-20",2475,70,70,"0,0,2,2,0","1,1,2,0,1","NULL",1,20,0.5,"0",20,659,5,48,63,"SoloChoice","Weiblich",18,54,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"60",5962,"2018-07-20",2607,74,74,"0,0,2,2,0","1,1,2,0,1","NULL",1,50,0.5,"0",0,659,5,48,78,"SoloChoice","Weiblich",18,54,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"61",5963,"2018-07-20",3447,74,70,"1,1,3,1,1","0,0,1,0,1","NULL",0,8,0.25,"0",5,664,5,18,68,"SoloChoice","Weiblich",18,54,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"62",5964,"2018-07-20",2736,70,74,"1,4,1,2,0","0,0,0,0,1","NULL",0,8,0.125,"0",5,669,5,16,72,"SoloChoice","Weiblich",18,54,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"63",5965,"2018-07-20",3703,74,70,"0,1,1,0,0","1,3,1,1,1","NULL",0,8,0.75,"0",5,674,5,77,66,"SoloChoice","Weiblich",18,54,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"64",5966,"2018-07-20",5752,70,70,"0,1,1,0,0","1,3,1,1,1","NULL",1,50,0.75,"0",50,724,5,64,72,"SoloChoice","Weiblich",18,54,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"65",5967,"2018-07-20",3480,70,74,"99","99","NULL",0,8,0.375,"0",5,729,5,64,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"66",5968,"2018-07-20",3751,74,74,"0,0,1,1,1","1,1,1,3,0","NULL",1,50,0.675,"0",50,779,5,67,66,"SoloChoice","Weiblich",18,54,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"67",5969,"2018-07-20",3679,74,70,"1,1,3,1,1","0,0,1,0,1","NULL",0,20,0.25,"0",5,784,5,29,36,"SoloChoice","Weiblich",18,54,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"68",5970,"2018-07-20",9170,70,70,"99","99","NULL",1,20,0.5,"0",20,804,5,29,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"69",5971,"2018-07-20",1867,74,74,"99","99","NULL",1,50,0.75,"0",0,804,5,29,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"70",5972,"2018-07-20",2799,70,74,"0,0,1,1,1","1,1,1,3,0","NULL",0,8,0.675,"0",5,809,5,71,62,"SoloChoice","Weiblich",18,54,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"71",5973,"2018-07-20",4071,70,70,"99","99","NULL",1,20,0.675,"0",20,829,5,71,NA,"SoloChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"72",5974,"2018-07-20",2184,70,70,"0,0,1,1,1","1,1,1,3,0","NULL",1,20,0.675,"0",20,849,5,59,54,"SoloChoice","Weiblich",18,54,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"73",5975,"2018-07-20",9616,74,74,"1,3,0,2,0","0,1,1,0,1","1",1,50,0.375,"1",50,899,5,23,68,"SocialChoice","Weiblich",18,54,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"74",5976,"2018-07-20",4620,70,70,"99","99","0",1,20,0.375,"1",0,899,5,23,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"75",5977,"2018-07-20",3327,70,74,"1,4,1,2,0","0,0,0,0,1","0",0,20,0.125,"1",5,904,5,16,50,"SocialChoice","Weiblich",18,54,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"76",5978,"2018-07-20",3541,70,74,"0,0,2,2,0","1,1,2,0,1","1",0,8,0.5,"1",5,909,5,48,66,"SocialChoice","Weiblich",18,54,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"77",5979,"2018-07-20",1333,74,74,"99","99","1",1,50,0.375,"1",50,959,5,48,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"78",5980,"2018-07-20",2398,74,70,"99","99","1",0,20,0.25,"1",5,964,5,48,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"79",5981,"2018-07-20",3813,70,70,"1,3,0,2,0","0,1,1,0,1","0",1,20,0.375,"1",0,964,5,22,59,"SocialChoice","Weiblich",18,54,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"80",5982,"2018-07-20",2757,74,70,"1,3,0,2,0","0,1,1,0,1","1",0,8,0.375,"1",5,969,5,35,63,"SocialChoice","Weiblich",18,54,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"81",5983,"2018-07-20",2013,70,70,"99","99","0",1,50,0.675,"1",50,1019,5,35,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"82",5984,"2018-07-20",2322,70,74,"99","99","0",0,8,0.125,"1",5,1024,5,35,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"83",5985,"2018-07-20",1607,74,70,"99","99","0",0,20,0.125,"1",5,1029,5,35,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"84",5986,"2018-07-20",2071,74,70,"99","99","1",0,8,0.25,"1",5,1034,5,35,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"85",5987,"2018-07-20",4887,70,74,"1,4,1,2,0","0,0,0,0,1","1",0,50,0.125,"1",5,1039,5,3,65,"SocialChoice","Weiblich",18,54,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"86",5988,"2018-07-20",1382,70,74,"99","99","0",0,8,0.675,"1",5,1044,5,3,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"87",5989,"2018-07-20",2672,74,74,"0,1,1,0,0","1,3,1,1,1","1",1,20,0.75,"1",20,1064,5,81,40,"SocialChoice","Weiblich",18,54,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"88",5990,"2018-07-20",823,70,74,"99","99","1",0,8,0.5,"1",5,1069,5,81,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"89",5991,"2018-07-20",1106,70,70,"99","99","1",1,20,0.75,"1",20,1089,5,81,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"90",5992,"2018-07-20",1602,74,74,"99","99","1",1,50,0.5,"1",50,1139,5,81,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"91",5993,"2018-07-20",1926,74,74,"1,1,3,1,1","0,0,1,0,1","1",1,50,0.25,"1",50,1189,5,32,56,"SocialChoice","Weiblich",18,54,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"92",5994,"2018-07-20",2700,74,74,"99","99","1",1,50,0.25,"1",0,1189,5,32,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"93",5995,"2018-07-20",1141,70,74,"99","99","1",0,50,0.125,"1",5,1194,5,32,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"94",5996,"2018-07-20",1616,74,74,"99","99","1",1,8,0.75,"1",8,1202,5,32,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"95",5997,"2018-07-20",3230,70,74,"0,0,2,2,0","1,1,2,0,1","1",0,20,0.5,"1",5,1207,5,48,59,"SocialChoice","Weiblich",18,54,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"96",5998,"2018-07-20",1606,74,74,"0,0,2,2,0","1,1,2,0,1","1",1,50,0.5,"1",0,1207,5,48,50,"SocialChoice","Weiblich",18,54,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"97",5999,"2018-07-20",2175,74,70,"1,1,3,1,1","0,0,1,0,1","1",0,8,0.25,"1",5,1212,5,46,33,"SocialChoice","Weiblich",18,54,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"98",6000,"2018-07-20",2599,74,70,"1,4,1,2,0","0,0,0,0,1","0",0,8,0.125,"1",5,1217,5,10,72,"SocialChoice","Weiblich",18,54,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"99",6001,"2018-07-20",4487,74,70,"0,1,1,0,0","1,3,1,1,1","1",0,8,0.75,"1",5,1222,5,64,66,"SocialChoice","Weiblich",18,54,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"100",6002,"2018-07-20",5417,74,74,"0,1,1,0,0","1,3,1,1,1","1",1,50,0.75,"1",50,1272,5,62,56,"SocialChoice","Weiblich",18,54,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"101",6003,"2018-07-20",882,74,70,"99","99","1",0,8,0.375,"1",5,1277,5,62,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"102",6004,"2018-07-20",2502,70,70,"0,0,1,1,1","1,1,1,3,0","0",1,50,0.675,"1",50,1327,5,59,66,"SocialChoice","Weiblich",18,54,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"103",6005,"2018-07-20",2437,74,70,"1,1,3,1,1","0,0,1,0,1","1",0,20,0.25,"1",5,1332,5,55,31,"SocialChoice","Weiblich",18,54,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
"104",6006,"2018-07-20",2009,70,70,"99","99","1",1,20,0.5,"1",20,1352,5,55,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"105",6007,"2018-07-20",782,70,70,"99","99","1",1,50,0.75,"1",50,1402,5,55,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"106",6008,"2018-07-20",3111,74,70,"0,0,1,1,1","1,1,1,3,0","0",0,8,0.675,"1",5,1407,5,70,62,"SocialChoice","Weiblich",18,54,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"107",6009,"2018-07-20",825,70,70,"99","99","0",1,20,0.675,"1",0,1407,5,70,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"108",6010,"2018-07-20",2134,70,70,"0,0,1,1,1","1,1,1,3,0","0",1,20,0.675,"1",20,1427,5,64,63,"SocialChoice","Weiblich",18,54,0.133333333333333,0.0666666666666667,"0.67",0.333333333333333,9,2,"1"
"109",6011,"2018-07-20",3582,74,74,"1,3,0,2,0","0,1,1,0,1","1",1,50,0.375,"1",50,1477,5,26,63,"SocialChoice","Weiblich",18,54,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"110",6012,"2018-07-20",2993,70,70,"99","99","0",1,20,0.375,"1",0,1477,5,26,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"111",6013,"2018-07-20",2247,74,70,"1,4,1,2,0","0,0,0,0,1","0",0,20,0.125,"1",5,1482,5,7,76,"SocialChoice","Weiblich",18,54,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"112",6014,"2018-07-20",3127,70,74,"0,0,2,2,0","1,1,2,0,1","1",0,8,0.5,"1",5,1487,5,55,43,"SocialChoice","Weiblich",18,54,0.111111111111111,0.0888888888888889,"0.56",0.444444444444444,9,2,"1"
"113",6015,"2018-07-20",1176,70,70,"99","99","1",1,50,0.375,"1",0,1487,5,55,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"114",6016,"2018-07-20",1117,74,70,"99","99","1",0,20,0.25,"1",5,1492,5,55,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"115",6017,"2018-07-20",2165,70,74,"1,3,0,2,0","0,1,1,0,1","0",0,20,0.375,"1",5,1497,5,26,61,"SocialChoice","Weiblich",18,54,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"116",6018,"2018-07-20",2094,74,70,"1,3,0,2,0","0,1,1,0,1","1",0,8,0.375,"1",5,1502,5,35,37,"SocialChoice","Weiblich",18,54,0.0666666666666667,0.133333333333333,"0.33",0.666666666666667,9,2,"1"
"117",6019,"2018-07-20",1582,74,74,"99","99","0",1,50,0.675,"1",50,1552,5,35,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"118",6020,"2018-07-20",1818,70,74,"99","99","0",0,8,0.125,"1",5,1557,5,35,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"119",6021,"2018-07-20",1624,74,70,"99","99","0",0,20,0.125,"1",5,1562,5,35,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"120",6022,"2018-07-20",1199,74,70,"99","99","1",0,8,0.25,"1",5,1567,5,35,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"121",6023,"2018-07-20",2534,74,70,"1,4,1,2,0","0,0,0,0,1","1",0,50,0.125,"1",5,1572,5,26,63,"SocialChoice","Weiblich",18,54,0.0222222222222222,0.177777777777778,"0.11",0.888888888888889,9,2,"1"
"122",6024,"2018-07-20",1304,70,74,"99","99","0",0,8,0.675,"1",5,1577,5,26,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"123",6025,"2018-07-20",1519,70,70,"0,1,1,0,0","1,3,1,1,1","1",1,20,0.75,"1",20,1597,5,62,59,"SocialChoice","Weiblich",18,54,0.155555555555556,0.0444444444444444,"0.78",0.222222222222222,9,2,"1"
"124",6026,"2018-07-20",1076,70,74,"99","99","1",0,8,0.5,"1",5,1602,5,62,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"125",6027,"2018-07-20",854,74,74,"99","99","1",1,20,0.75,"1",20,1622,5,62,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"126",6028,"2018-07-20",754,70,70,"99","99","1",1,50,0.5,"1",50,1672,5,62,NA,"SocialChoice","Weiblich",18,54,2.2,2.2,"0.5",0.5,198,2,"0"
"127",6029,"2018-07-20",751,70,70,"1,1,3,1,1","0,0,1,0,1","1",1,50,0.25,"1",0,1672,5,19,72,"SocialChoice","Weiblich",18,54,0.0444444444444444,0.155555555555556,"0.22",0.777777777777778,9,2,"1"
