"","subject","age.x","sex.x","Antisocial_Asses1","Antisocial_Asses2","Antisocial_Asses3","Antisocial_Asses4","Antisocial_Asses5","Antisocial_HowMany1","Antisocial_HowMany2","Antisocial_HowMany3","Antisocial_HowMany4","Antisocial_HowMany5","Antisocial_HowOften1","Antisocial_HowOften2","Antisocial_HowOften3","Antisocial_HowOften4","Antisocial_HowOften5","Antisocial_Recom1","Antisocial_Recom2","Antisocial_Recom3","Antisocial_Recom4","Antisocial_Recom5","IU1","IU10","IU11","IU12","IU2","IU3","IU4","IU5","IU6","IU7","IU8","IU9","PDS1","PDS2","PDS3","Pref1","Pref10","Pref11","Pref2","Pref3","Pref4","Pref5","Pref6","Pref7","Pref8","Pref9","Rebel_Asses1","Rebel_Asses2","Rebel_Asses3","Rebel_Asses4","Rebel_Asses5","Rebel_HowMany1","Rebel_HowMany2","Rebel_HowMany3","Rebel_HowMany4","Rebel_HowMany5","Rebel_HowOften1","Rebel_HowOften2","Rebel_HowOften3","Rebel_HowOften4","Rebel_HowOften5","Rebel_Recom1","Rebel_Recom2","Rebel_Recom3","Rebel_Recom4","Rebel_Recom5","Reckless_Asses1","Reckless_Asses2","Reckless_Asses3","Reckless_Asses4","Reckless_Asses5","Reckless_HowMany1","Reckless_HowMany2","Reckless_HowMany3","Reckless_HowMany4","Reckless_HowMany5","Reckless_HowOften1","Reckless_HowOften2","Reckless_HowOften3","Reckless_HowOften4","Reckless_HowOften5","Reckless_Recom1","Reckless_Recom2","Reckless_Recom3","Reckless_Recom4","Reckless_Recom5","SOEP","Thrill_Asses1","Thrill_Asses2","Thrill_Asses3","Thrill_Asses4","Thrill_Asses5","Thrill_Asses6","Thrill_Asses7","Thrill_HowMany1","Thrill_HowMany2","Thrill_HowMany3","Thrill_HowMany4","Thrill_HowMany5","Thrill_HowMany6","Thrill_HowMany7","Thrill_HowOften1","Thrill_HowOften2","Thrill_HowOften3","Thrill_HowOften4","Thrill_HowOften5","Thrill_HowOften6","Thrill_HowOften7","Thrill_Recom1","Thrill_Recom2","Thrill_Recom3","Thrill_Recom4","Thrill_Recom5","Thrill_Recom6","Thrill_Recom7","SumAntisocial","SumAntisocial_HowMany","SumAntisocial_HowOften","SumAntisocial_Recom","SumThrill","SumThrill_HowMany","SumThrill_HowOften","SumThrill_Recom","SumReckless","SumReckless_HowMany","SumReckless_HowOften","SumReckless_Recom","SumRebel","SumRebel_HowMany","SumRebel_HowOften","SumRebel_Recom","SumIU","meanChangeTowardsRisky_Uncertain_0","meanChangeTowardsRisky_Uncertain_1","meanChangeTowardsSafe_Uncertain_0","meanChangeTowardsSafe_Uncertain_1","MinInEyesSum","numberFowards","numberBackwards","cftScore"
"41",41,"11","Weiblich",1,3,1,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,1,1,0,0,0,1,1,3,0,3,2,0,3,3,0,0,3,1,2,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,2,1,1,1,1,3,4,0,0,1,2,4,1,1,1,2,2,7,3,1,2,4,2,3,1,3,0,1,0,2,1,0,2,0,1,0,4,1,0,2,2,2,2,4,2,0,10,0,1,1,16,7,8,14,11,10,7,7,15,0,0,1,6,NA,NA,NA,NA,NA,7,10,10
"42",42,"10","Maennlich",3,4,4,4,3,2,4,2,2,0,0,2,2,0,0,1,2,0,1,0,1,1,0,2,0,0,1,0,2,3,1,0,1,0,0,1,1,3,2,0,2,0,0,3,2,0,4,4,4,4,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,4,4,3,4,3,1,2,4,0,0,0,1,3,0,0,0,0,0,0,2,7,3,1,3,3,0,1,3,4,3,3,1,4,4,1,1,1,4,0,4,1,0,4,4,4,4,4,1,0,18,10,4,4,14,20,11,21,18,7,4,2,20,2,2,1,11,NA,NA,NA,NA,NA,11,10,14
"43",43,"10","Weiblich",1,4,2,3,2,2,1,1,1,1,2,0,1,1,1,2,0,1,1,1,1,2,1,2,0,0,2,1,3,3,1,0,1,1,1,3,0,0,3,0,2,3,1,2,2,0,1,3,3,4,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,2,3,1,0,1,2,0,4,0,0,3,0,4,1,1,1,1,3,7,3,2,2,1,2,1,3,2,1,3,0,3,2,0,2,1,2,0,3,2,0,2,1,2,1,2,3,1,12,6,5,5,14,11,10,12,7,7,7,7,12,1,0,5,16,0.178571428571429,0.285714285714286,0.125,-0.125,15,6,4,11
"44",44,"10","Weiblich",1,4,3,1,1,4,2,0,2,2,1,0,0,2,2,1,0,0,1,0,0,1,0,1,0,1,0,1,3,3,0,0,0,0,1,3,0,2,2,3,3,3,1,3,0,0,3,4,4,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,2,0,0,1,1,4,0,0,3,0,4,0,0,0,0,3,7,1,2,2,3,0,2,1,2,3,2,0,4,4,0,1,0,1,0,4,2,0,2,2,2,1,4,3,0,10,10,5,2,11,15,8,14,11,6,7,3,18,3,0,1,10,NA,NA,NA,NA,NA,6,12,12
"45",45,"10","Maennlich",0,4,4,4,2,4,4,0,0,2,4,4,0,0,2,4,3,0,0,3,4,0,4,0,0,0,0,0,0,1,1,4,0,0,1,0,3,3,1,0,3,1,2,3,3,0,3,4,4,4,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,4,3,4,3,2,4,3,2,0,0,4,2,0,3,4,4,0,1,0,4,10,2,3,2,1,1,4,2,2,4,4,1,4,2,0,2,3,2,3,4,0,0,4,3,4,3,4,2,0,14,10,10,10,15,17,14,20,16,9,13,9,15,0,3,1,14,NA,NA,NA,NA,NA,8,8,10
"46",46,"46","Maennlich",2,3,3,3,3,3,3,2,1,0,3,1,0,0,0,1,0,0,0,0,1,0,1,1,1,2,2,0,1,3,2,0,0,1,0,3,3,2,2,1,1,3,1,3,3,2,4,4,4,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,4,4,4,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,8,4,3,3,3,1,2,3,2,1,2,0,4,2,0,0,0,0,0,3,1,0,0,1,0,1,4,1,0,14,9,4,1,19,11,4,7,17,4,0,1,20,1,1,0,14,NA,NA,NA,NA,NA,7,6,13
"47",47,"12","Maennlich",0,4,0,0,0,3,2,2,4,1,4,2,4,4,1,4,0,1,4,1,0,0,0,0,4,4,1,0,0,0,2,0,1,2,0,3,1,3,3,0,1,2,3,2,2,0,4,4,4,4,0,3,1,3,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,2,1,3,1,4,1,4,3,1,3,1,4,4,0,1,1,4,9,2,1,1,1,1,0,2,4,4,4,1,4,3,4,4,3,1,0,4,1,0,4,4,4,4,4,4,0,4,12,15,10,8,24,13,24,7,13,12,10,16,9,0,1,11,0.166666666666667,-0.125,0.0833333333333333,-0.0833333333333333,18,10,7,11
"48",48,"10","Weiblich",3,4,4,2,4,1,0,1,3,0,2,1,0,1,0,1,0,0,1,0,2,1,2,1,1,0,0,3,1,1,2,0,1,0,1,1,0,0,2,3,3,2,0,3,3,0,3,4,4,4,3,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,3,4,3,4,1,0,1,3,0,3,0,0,2,0,0,0,0,0,0,2,5,2,3,2,2,2,1,3,2,2,2,0,2,2,1,2,3,1,0,0,2,0,4,3,1,1,2,2,0,17,5,4,2,15,11,8,13,15,7,2,2,18,7,0,1,14,0,-0.0416666666666667,0.0833333333333333,-0.0833333333333333,10,7,9,14
"49",49,"10","Maennlich",3,3,4,2,3,1,0,0,2,0,1,1,0,2,0,0,0,0,3,0,1,1,1,1,2,0,2,2,1,1,2,2,0,0,0,1,2,3,3,0,3,3,1,0,2,0,4,4,3,4,2,1,0,0,0,2,0,0,0,0,1,1,0,0,0,3,3,4,3,4,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,5,3,1,2,4,1,1,3,1,1,0,0,3,3,0,1,1,0,0,3,2,0,1,3,0,0,4,2,0,15,3,4,3,15,8,7,10,15,2,2,2,17,3,1,4,16,0,0,0,0,21,10,9,6
"50",50,"10","Weiblich",3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,3,3,3,3,1,0,3,1,0,3,0,4,4,4,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,4,3,3,3,0,1,0,0,2,0,0,0,0,2,0,0,0,0,1,6,2,2,2,3,3,2,3,2,1,0,0,3,1,0,1,1,1,0,3,4,0,1,3,2,0,4,2,0,14,1,0,1,17,7,10,12,16,3,2,1,18,1,1,1,7,0.0357142857142857,-0.0714285714285714,0,-0.125,20,8,15,10
"51",51,"16","Maennlich",0,3,1,1,1,2,0,2,2,2,2,0,2,2,1,1,0,1,2,0,3,0,3,2,3,2,3,3,1,1,3,1,2,1,2,1,0,0,2,2,0,1,0,2,3,0,2,4,2,2,0,3,0,3,2,3,2,0,2,2,3,2,0,1,1,3,2,0,0,3,1,0,4,4,0,0,0,4,4,0,0,0,0,0,0,4,6,1,1,1,2,1,0,2,4,0,0,0,3,2,2,3,0,0,0,3,1,1,4,0,0,2,3,3,0,6,8,7,4,8,11,8,12,6,8,8,4,10,11,9,7,25,0.125,0.0833333333333333,-0.0833333333333333,-0.0833333333333333,18,11,11,14
"52",52,"17","Maennlich",1,4,3,0,1,1,0,0,4,0,2,0,0,3,0,1,0,0,4,0,2,0,2,0,3,1,3,3,1,1,2,0,3,2,2,3,2,0,3,0,1,1,1,2,0,0,2,2,2,3,0,3,2,2,3,4,2,2,2,3,2,0,0,0,0,4,2,0,0,3,1,0,3,4,0,2,0,3,4,0,0,0,0,0,0,0,8,1,0,1,0,1,0,0,2,0,0,0,2,2,1,0,4,0,0,2,2,1,3,4,4,4,4,2,0,9,5,5,5,3,7,9,21,6,9,7,0,9,14,11,4,18,0,0.0357142857142857,0,0.125,22,9,12,14
"53",53,"14","Weiblich",1,3,2,1,3,2,0,0,2,0,2,0,0,2,0,2,0,0,1,0,1,1,2,1,2,1,1,1,1,2,1,1,3,3,0,2,0,1,2,2,0,3,0,2,3,2,2,4,4,4,1,1,0,0,0,3,1,0,0,0,3,1,0,0,0,2,0,1,2,2,1,0,2,3,1,3,0,3,4,1,3,1,0,0,0,2,5,2,1,1,2,1,1,1,0,1,0,0,2,2,0,0,2,0,0,2,2,1,2,3,2,2,2,3,1,10,4,4,3,9,5,7,15,6,9,11,3,15,4,4,3,15,-0.166666666666667,-0.0416666666666667,0.166666666666667,0.25,14,8,11,15
"54",54,"18","Weiblich",1,2,3,0,2,2,0,0,3,0,3,0,1,3,0,0,1,0,4,0,1,1,2,1,2,2,1,0,1,2,1,1,3,3,0,1,3,2,2,2,1,3,1,2,2,2,1,2,2,3,1,4,1,3,1,3,3,0,2,0,3,1,0,0,0,3,2,2,1,4,2,0,2,3,0,1,1,1,4,1,3,0,0,0,0,2,7,1,1,1,3,0,0,0,2,0,0,0,1,4,2,0,0,0,0,1,3,1,3,1,2,3,1,1,0,8,5,7,5,6,9,5,11,11,6,10,2,9,12,8,4,15,0.125,-0.125,0,-0.0833333333333333,20,10,11,14
"55",55,"13","Weiblich",2,4,3,2,3,2,0,0,2,0,3,0,0,2,0,1,0,0,2,0,3,3,2,2,2,1,2,1,3,2,1,0,2,1,1,1,0,0,3,1,2,3,0,2,2,0,4,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,0,1,2,0,4,1,1,2,0,1,1,0,0,0,3,7,3,3,3,2,2,2,3,0,0,1,0,2,4,0,0,0,0,0,0,0,0,3,2,3,3,3,3,0,14,4,5,3,18,7,0,17,14,7,5,4,18,0,0,2,22,NA,NA,NA,NA,NA,10,8,12
"56",56,"16","Maennlich",0,4,1,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,1,1,2,2,2,2,3,1,0,3,2,1,3,2,3,3,0,3,3,0,1,1,0,2,0,0,2,4,3,3,2,3,2,3,2,3,0,0,0,0,0,1,0,0,0,2,1,1,1,3,0,1,3,4,0,0,0,2,3,0,2,1,2,1,0,3,2,3,2,4,2,0,0,1,2,0,0,0,3,3,0,0,0,0,0,3,3,0,1,2,1,4,4,4,0,7,0,2,3,12,8,6,16,6,8,7,7,14,13,0,3,20,-0.0833333333333333,-0.166666666666667,-0.0833333333333333,-0.0833333333333333,NA,11,13,13
"57",57,"13","Weiblich",1,3,3,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,2,1,2,0,1,0,0,0,1,0,2,1,0,3,0,0,3,0,3,3,0,2,2,0,3,4,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,1,0,2,4,0,0,0,2,4,0,3,0,0,2,1,1,4,1,2,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,4,3,0,4,1,2,0,3,4,0,8,3,2,1,9,6,8,14,10,6,9,4,14,3,0,1,9,0.25,0.0357142857142857,0.125,0.125,NA,9,13,12
"58",58,"17","Maennlich",1,3,3,0,3,2,0,0,0,0,3,0,0,2,0,0,0,0,3,0,1,1,1,0,1,0,1,1,2,3,0,0,2,2,3,0,0,0,1,3,2,1,2,3,1,1,0,4,4,2,1,3,0,0,0,1,3,0,0,0,2,3,0,0,1,2,2,1,1,4,1,1,2,3,0,1,1,3,3,0,1,1,0,0,0,2,7,1,1,0,0,0,0,4,1,1,0,0,2,2,0,0,0,0,0,0,4,0,3,3,3,3,2,3,0,10,2,5,3,6,6,4,17,9,7,8,3,11,4,5,6,11,-0.0416666666666667,0,0,-0.0833333333333333,NA,9,14,15
"59",59,"13","Maennlich",1,3,1,1,2,2,0,0,0,0,3,0,1,2,0,0,0,0,3,0,1,1,1,0,2,1,3,2,3,1,1,0,2,0,2,3,0,1,3,0,1,0,3,1,2,1,4,4,1,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,3,2,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,4,2,2,3,4,2,4,3,0,2,0,0,2,0,0,0,3,0,0,1,0,0,2,3,1,1,4,1,0,8,2,6,3,20,4,4,12,14,0,2,3,16,1,1,1,16,0.107142857142857,0.0714285714285714,0,0.125,NA,9,12,14
"60",60,"13","Weiblich",0,1,2,3,1,4,2,0,0,3,4,1,0,0,0,2,0,0,1,0,1,1,1,3,4,0,2,3,1,1,1,0,2,2,0,0,0,0,3,1,3,3,1,2,0,3,2,2,1,3,0,2,2,2,1,4,1,0,1,0,4,0,0,0,0,4,4,0,1,2,0,1,3,1,3,2,0,2,2,1,4,0,0,0,0,2,4,0,2,0,1,0,0,1,2,3,0,0,2,2,3,3,0,0,0,4,4,1,4,3,3,2,4,2,0,7,9,5,3,4,12,12,18,7,10,9,2,8,11,6,4,18,0,-0.136363636363636,-0.0714285714285714,0,NA,9,8,8
"61",61,"16","Weiblich",2,4,3,0,3,3,1,0,1,1,2,0,0,1,0,0,0,0,2,0,2,0,1,0,2,1,3,1,0,1,0,1,3,3,0,3,0,0,3,0,3,3,1,2,2,0,1,3,3,4,1,4,1,2,0,2,1,0,0,0,0,1,0,0,0,1,3,1,2,4,1,0,2,4,0,3,0,1,4,0,1,0,1,0,0,3,4,1,3,3,1,3,1,2,1,0,2,0,3,1,1,0,1,1,0,4,1,0,4,1,2,4,4,4,0,12,6,3,2,14,8,7,19,11,9,6,4,12,9,1,2,12,0.125,0.166666666666667,0,0.166666666666667,19,10,13,12
"62",62,"13","Weiblich",2,3,4,2,3,0,0,0,2,0,0,0,0,2,1,0,0,0,2,0,1,1,2,1,1,2,1,0,0,1,2,0,1,1,1,1,0,0,3,2,1,3,3,2,3,1,2,4,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,4,1,1,1,3,0,0,1,2,2,0,0,4,3,0,0,2,0,0,3,2,0,2,3,1,2,4,3,0,14,2,3,2,7,11,7,15,11,2,1,2,14,0,0,2,12,0,-0.0833333333333333,0,0.166666666666667,17,11,11,15
"63",63,"17","Maennlich",3,4,3,1,4,2,1,0,3,1,2,0,0,1,0,0,0,0,1,0,1,1,2,3,3,2,2,2,0,1,1,1,2,2,2,3,0,2,3,0,3,1,1,3,3,0,2,4,2,4,1,4,2,0,1,4,2,0,2,0,3,2,0,1,0,0,3,3,3,4,1,0,3,4,1,2,0,3,3,0,1,0,0,0,0,2,6,2,1,2,3,0,0,2,3,0,2,0,4,3,2,1,0,0,0,4,1,1,4,2,2,2,4,4,0,15,7,3,1,10,14,7,18,14,10,7,2,13,11,7,3,19,NA,NA,NA,NA,NA,10,10,14
"64",64,"14","Maennlich",2,4,4,2,3,1,1,0,2,2,1,0,0,2,2,0,0,0,2,2,3,1,3,1,2,2,3,2,0,1,2,1,2,0,0,3,0,1,1,0,1,1,0,3,0,3,3,4,3,4,2,0,0,0,0,3,0,0,0,0,2,1,0,0,0,4,4,3,3,4,1,0,3,4,0,0,0,2,4,0,0,2,1,1,0,0,8,3,2,3,3,1,1,4,4,0,0,0,4,2,0,2,0,0,0,4,1,0,4,2,0,2,4,4,0,15,6,5,4,17,10,7,16,15,7,6,4,16,3,2,5,21,0,-0.0833333333333333,0,-0.0833333333333333,14,9,10,11
"65",65,"17","Maennlich",1,3,1,1,1,0,2,1,2,3,1,0,0,4,1,0,0,0,3,0,1,0,1,0,1,0,1,1,3,1,3,1,2,2,2,3,0,0,3,0,1,1,0,2,1,0,2,4,2,4,1,4,1,4,3,4,3,0,3,2,4,1,0,3,1,3,1,2,3,4,2,1,4,3,2,2,0,3,2,0,3,0,1,1,0,1,8,2,1,3,2,2,1,0,2,2,0,0,3,1,3,2,0,0,0,4,2,0,3,2,1,4,4,1,1,7,8,6,3,11,11,8,16,12,12,8,3,13,16,12,8,13,0.0416666666666667,0.0833333333333333,0,0,18,9,12,12
"66",66,"15","Maennlich",2,4,4,2,2,2,2,2,2,2,3,0,1,2,1,2,0,0,2,0,1,2,3,2,2,1,1,1,2,2,2,1,2,2,2,0,0,1,1,0,2,1,3,2,3,3,4,4,2,4,2,2,2,2,1,2,0,0,0,0,2,2,0,2,0,2,4,2,3,4,2,1,4,4,0,1,1,4,4,0,2,0,2,2,0,2,5,3,2,4,3,2,2,2,0,0,2,0,3,2,4,0,0,1,0,3,1,0,0,2,2,0,4,2,0,14,10,7,4,18,11,5,10,15,10,11,6,16,9,2,6,20,0,0.583333333333333,0,0,16,8,10,12
"67",67,"15","Maennlich",0,3,3,2,1,4,4,2,1,3,4,3,1,1,2,3,1,0,0,1,1,1,1,0,2,1,2,1,2,3,2,0,2,2,2,0,0,1,3,0,3,1,0,2,0,0,2,3,3,4,2,3,4,3,3,4,2,2,2,1,2,1,1,2,0,2,2,4,1,2,1,2,4,4,1,1,0,3,4,0,1,0,0,0,1,3,7,1,2,1,2,1,1,3,0,1,2,0,2,1,4,0,0,1,0,2,1,2,2,3,2,2,3,2,0,9,14,11,5,11,10,6,14,10,12,8,4,14,17,9,6,16,0.375,0.458333333333333,0.25,0.416666666666667,21,15,10,8
"68",68,"17","Maennlich",3,4,3,1,3,3,0,1,3,1,1,0,1,1,1,0,0,0,3,0,1,1,3,1,3,2,2,1,1,2,2,2,2,2,2,3,3,1,1,3,1,1,0,1,3,2,3,4,4,4,2,3,2,3,1,2,2,0,2,0,2,0,0,0,0,3,4,3,3,4,3,0,4,4,0,1,0,2,3,0,0,0,0,0,0,2,6,2,2,3,4,1,1,2,3,2,1,0,2,2,2,3,0,0,0,1,4,1,4,3,1,2,3,3,0,14,8,4,3,15,12,9,16,17,9,5,2,17,11,6,3,21,0.0714285714285714,0.142857142857143,0,-0.25,19,11,11,15
"69",69,"14","Maennlich",1,4,4,3,3,3,1,0,2,0,3,1,0,1,0,2,0,0,1,0,2,1,1,0,3,1,0,1,0,2,0,1,2,1,1,3,0,0,3,0,3,1,2,2,0,0,4,4,4,4,1,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,4,3,2,4,3,0,3,4,0,4,0,1,4,0,3,0,0,1,0,0,7,2,2,2,2,1,1,4,2,1,2,0,4,3,0,0,1,1,0,4,2,0,1,3,2,1,4,0,0,15,6,5,3,14,12,8,11,16,11,8,1,17,4,3,4,12,0.0416666666666667,0,-0.0833333333333333,0,23,11,14,12
"70",70,"14","Maennlich",0,4,2,0,2,0,0,0,1,2,1,0,0,1,1,2,0,0,1,0,2,1,0,0,1,0,2,3,0,2,0,0,2,0,2,3,3,3,2,0,1,1,0,0,0,1,3,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,3,4,1,0,4,1,0,0,0,2,1,0,2,1,0,1,0,2,4,2,3,2,2,1,1,1,1,1,0,0,0,1,1,0,0,1,0,4,1,0,3,2,1,3,3,1,0,8,3,3,3,12,4,6,13,13,5,5,4,15,0,1,1,11,0.5,0.136363636363636,0.0714285714285714,0,16,8,13,11
"71",71,"15","Weiblich",0,4,4,4,2,2,0,1,4,1,4,0,0,3,1,2,0,0,1,1,1,1,3,2,2,2,1,0,0,2,3,1,3,2,0,2,3,0,3,2,2,3,0,2,2,0,4,4,4,4,2,3,2,3,1,4,0,0,0,0,3,0,0,0,0,3,4,4,3,4,3,0,4,4,0,4,1,2,4,0,4,2,0,2,0,4,6,3,1,2,1,1,2,3,3,0,3,0,4,4,0,0,0,1,0,3,4,0,3,3,3,2,4,4,0,14,8,8,4,13,14,8,19,18,12,11,8,18,13,3,3,18,0.0909090909090909,0,-0.0714285714285714,-0.0714285714285714,20,11,10,14
"72",72,"15","Maennlich",1,3,2,1,1,2,0,0,3,1,1,0,1,2,0,1,0,0,3,0,1,2,2,2,2,1,3,3,1,1,2,2,2,1,2,3,0,2,1,2,1,1,0,2,2,1,2,3,2,4,2,2,1,0,0,2,0,0,0,0,1,0,0,0,0,1,2,1,1,3,1,0,2,2,0,4,0,3,2,0,3,0,1,1,0,3,4,1,1,1,0,0,0,2,2,3,0,0,3,3,0,0,0,0,0,2,3,0,2,2,2,2,3,4,0,8,6,4,4,5,11,5,15,8,8,8,5,13,5,1,1,22,0,0.0416666666666667,-0.0833333333333333,-0.416666666666667,21,12,13,14
"73",73,"16","Weiblich",1,4,3,2,3,1,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,1,2,1,1,0,0,0,1,2,2,1,3,3,0,2,0,0,2,1,1,3,0,3,2,0,3,4,4,4,2,4,1,3,0,3,2,0,1,0,2,2,0,1,0,3,3,4,3,4,2,0,0,4,0,4,0,0,2,0,3,0,0,0,0,3,7,3,2,2,3,2,2,4,4,2,2,0,4,3,0,2,1,2,0,2,3,0,1,2,3,4,3,3,0,13,3,3,2,18,15,10,16,16,8,5,3,17,11,5,6,12,0.0416666666666667,0.0833333333333333,0,0.0833333333333333,19,8,11,14
"74",74,"15","Weiblich",2,4,4,0,3,4,0,0,4,0,4,0,0,2,0,3,0,0,3,0,1,1,3,1,3,2,1,0,2,3,4,1,3,2,0,1,0,0,3,0,3,0,3,2,2,0,4,4,4,4,1,3,2,3,1,4,1,0,1,0,4,0,0,0,0,4,4,4,3,4,2,0,3,4,0,2,0,1,4,0,0,0,0,1,0,3,5,3,3,2,3,2,3,3,1,2,2,0,3,4,1,0,0,1,0,0,0,0,1,2,3,0,4,3,0,13,8,6,6,19,13,1,13,17,9,5,4,17,13,6,4,22,0.0714285714285714,0.321428571428571,0,0.25,22,9,12,12
"75",75,"14","Maennlich",2,4,3,1,2,2,2,1,3,1,0,1,0,3,1,0,0,0,4,0,1,0,1,2,2,3,0,2,1,1,0,3,1,1,2,3,0,2,1,2,3,1,3,2,3,0,3,4,4,4,3,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,3,3,3,4,1,1,1,2,0,0,0,0,4,0,0,0,0,0,0,2,3,3,3,3,3,2,3,4,1,0,2,0,1,1,2,0,0,0,0,0,0,3,1,1,1,0,1,1,0,12,9,5,4,21,7,3,5,14,4,4,2,18,8,0,0,16,-0.214285714285714,-0.25,0,-0.125,22,NA,NA,7
"76",76,"15","Maennlich",0,4,4,0,4,3,0,2,3,0,4,0,0,4,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,2,2,2,3,3,0,1,3,2,2,1,1,1,4,4,2,0,2,0,0,1,4,0,0,0,0,4,0,0,0,0,4,4,2,0,4,4,3,4,4,0,4,0,4,4,0,0,0,0,0,0,0,8,0,0,4,1,0,0,0,4,3,1,0,2,4,2,3,2,0,0,3,4,1,4,4,0,0,4,4,2,12,8,8,8,5,16,13,18,14,15,8,0,11,7,4,4,4,0,-0.0833333333333333,0.0833333333333333,0,20,15,17,15
"77",77,"16","Maennlich",1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,1,1,2,1,1,2,2,1,1,3,1,2,1,0,3,3,1,3,1,1,2,0,0,1,2,1,3,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,3,1,1,2,1,0,2,0,0,0,0,0,0,0,0,1,1,2,0,3,5,1,0,1,1,0,1,0,1,0,0,0,1,3,0,0,2,0,0,1,1,2,2,2,1,1,1,1,0,5,0,2,0,4,5,6,8,8,2,0,7,8,3,1,3,16,-0.0454545454545455,-0.0454545454545455,-0.142857142857143,0,19,10,11,13
"78",78,"17","Weiblich",1,4,3,1,3,2,0,2,2,1,2,0,2,3,0,2,0,1,4,1,2,1,0,0,3,2,1,1,1,3,1,0,3,2,0,2,0,3,3,3,0,3,1,3,2,0,3,4,3,4,2,3,2,3,2,4,1,1,1,2,3,2,0,1,2,4,3,1,2,3,2,0,4,4,0,1,0,4,4,0,1,0,3,1,1,0,7,3,2,3,3,2,2,1,2,1,1,0,1,4,3,0,0,1,0,0,3,3,1,1,1,1,3,4,2,12,7,7,8,16,12,7,13,11,9,9,5,16,14,8,9,15,-0.0416666666666667,0.0833333333333333,0,-0.166666666666667,21,6,16,12
"79",79,"16","Maennlich",1,4,1,0,2,1,0,1,2,2,2,0,1,2,2,1,0,1,2,2,2,2,2,2,3,0,1,1,3,3,3,1,2,1,2,1,3,2,3,0,2,1,2,2,0,0,2,2,2,2,1,2,3,2,2,3,2,0,2,2,3,2,2,2,2,3,3,0,1,3,1,1,4,4,0,2,1,4,4,0,1,2,3,4,1,2,7,2,1,1,2,0,1,0,1,1,1,0,2,2,2,0,0,0,0,2,1,2,2,3,2,2,3,2,2,8,6,7,6,7,9,5,16,8,11,10,12,9,12,9,11,23,0.25,0,0.166666666666667,-0.166666666666667,17,11,14,13
"80",80,"15","Maennlich",1,4,2,2,1,2,0,2,1,0,1,0,0,1,1,1,0,0,1,0,1,1,3,2,3,1,4,1,0,2,0,0,2,2,2,3,2,3,1,0,1,1,0,3,3,1,1,3,2,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,3,3,4,1,0,2,3,0,4,0,1,4,0,2,1,1,0,0,2,4,1,1,1,2,0,0,2,1,2,1,0,1,2,2,1,0,0,0,4,2,1,4,3,1,2,4,2,0,10,5,3,2,7,9,8,16,15,9,7,4,9,2,1,2,18,0.166666666666667,0.0833333333333333,0.0833333333333333,0.166666666666667,20,11,6,12
